ticker,size,atr_factor,entry_atr_factor,rrr,return,max_dd,avg_dd,sharpe,win_rate,expectancy

SOLUSD,53,1.11,0.45,2.65,39.872712400051185,-13.68879170930798,-1.6521733469501754,0.7774821265524655,32.15547703180212,0.20056256386363575
LTCUSD,1,1.4600000000000002,0.26,1.75,0.2538156640857596,-0.06076179318802444,-0.00592124820986045,6.4631511648316415,42.567567567567565,0.1332914225625317
