ticker,size,atr_factor,entry_atr_factor,rrr,return,max_dd,avg_dd,sharpe,win_rate,expectancy
ETH-USD,0.25,1.76,0.27,2.5000000000000013,6.996540176738309,-2.158035194786756,-0.37099364444796157,3.126448832848667,40.0,0.8549850710109599
LTC-USD,0.25,1.8800000000000001,0.04,2.7000000000000015,10.740621223380767,-4.461884218354594,-0.47906258611985175,2.6541337315702584,33.6,0.4754457571144571
DASH-USD,0.2,0.76,0.42000000000000004,2.200000000000001,13.596402021983995,-3.167458325112582,-0.26450196237730605,3.899900616118761,44.09722222222222,0.26437112342334096
XMR-USD,0.45,1.94,0.48000000000000004,2.7000000000000015,2.8372572101360674,-11.694732252576046,-0.9228351675052306,0.7561236296372535,32.6530612244898,0.5079814187415493
NEO-USD,0.45,1.98,0.24000000000000002,2.8000000000000016,15.253947805630668,-12.32509504843955,-0.9856896819965412,1.7190923394705857,30.851063829787233,0.541762642006965
XRP-USD,0.45,1.22,0.16,2.8000000000000016,23.293301003772342,-7.972212284931601,-1.4245549774682402,2.5251964498518746,34.090909090909086,0.4773923923858475
DOT-USD,0.45,0.52,0.02,2.8000000000000016,24.91854817191328,-6.154216793137923,-0.49604948887804134,2.8633282745017437,36.101083032490976,0.24845126021043606
ADA-USD,0.1,1.5,0.43,2.8000000000000016,4.846314786498169,-1.7562131651753687,-0.26522641501419986,2.616266818033232,33.57664233576642,0.401053141297639
DOGE-USD,0.35000000000000003,1.98,0.47000000000000003,2.5000000000000013,7.2113661731672805,-11.810138763642342,-1.2438279624129536,1.136608796439169,32.91139240506329,0.4281803987785317
